datetime,year,month,day,holiday,temp,tempmax,tempmin,humidity,precip,snowdepth,solarenergy,weather,pothole
2012-09-21,2012,9,21,0,12.9,15.5,10.5,67,3.49,0,9.4,5,63
2012-09-22,2012,9,22,1,11.4,15,8.3,67.3,0.4,0,17.7,5,14
2012-09-23,2012,9,23,1,10.8,15.8,5.7,55.7,0,0,21.1,2,2
2012-09-24,2012,9,24,0,13.5,21.5,4.9,45.3,0,0,20.8,2,81
2012-09-25,2012,9,25,0,18.3,24.8,12.3,58.2,0,0,12.9,2,112
2012-09-26,2012,9,26,0,16.8,19.6,13.7,71.4,0,0,16.7,2,84
2012-09-27,2012,9,27,0,14.2,18.5,8.6,62.5,0,0,18.8,2,76
2012-09-28,2012,9,28,0,14.9,19,11.2,68.3,0,0,14.2,2,62
2012-09-29,2012,9,29,1,16.3,26,9.5,60.4,0,0,18.4,2,11
2012-09-30,2012,9,30,1,14.7,18.3,10.8,66.1,0.04,0,19.3,5,10
2012-10-01,2012,10,1,0,14.3,18.2,9.8,64.3,0,0,7.9,2,151
2012-10-02,2012,10,2,0,17.2,20.6,14.5,61.9,0,0,15.4,2,51
2012-10-03,2012,10,3,0,17.2,18.9,16.1,82.4,3.09,0,8.1,5,49
2012-10-04,2012,10,4,0,17.4,26.3,12,68.5,2.57,0,15.9,5,103
2012-10-05,2012,10,5,0,8.5,11.5,6.3,53.7,0,0,10,2,70
2012-10-06,2012,10,6,1,6.2,9.1,2,51.1,0,0,16.5,2,25
2012-10-07,2012,10,7,1,6.9,10,4.1,45.9,0,0,16,2,10
2012-10-08,2012,10,8,1,8.5,15.2,1.7,46.9,0,0,17.9,2,14
2012-10-09,2012,10,9,0,12.4,18.8,6.5,52.6,3.07,0,13.8,5,53
2012-10-10,2012,10,10,0,7,10.9,3.6,61.4,1.59,0,17.7,5,98
2012-10-11,2012,10,11,0,10.8,18.8,3.4,50.3,0.2,0,16.6,5,120
2012-10-12,2012,10,12,0,8.5,11.5,4.2,56,0.11,0,17,5,46
2012-10-13,2012,10,13,1,13.1,19.1,7.5,74,9.57,0,4.9,5,10
2012-10-14,2012,10,14,1,16.6,21,10.2,84.6,16.6,0,11.2,5,17
2012-10-15,2012,10,15,0,10.3,15.2,7.6,67.7,0,0,15.7,2,40
2012-10-16,2012,10,16,0,13.5,20.6,6,61.7,0.04,0,12.7,5,59
2012-10-17,2012,10,17,0,17,19.4,13.1,68.5,11,0,7.4,5,79
2012-10-18,2012,10,18,0,9.8,12.6,7.6,73,2.66,0,9.2,5,54
2012-10-19,2012,10,19,0,8.5,10.9,7.1,82.2,3.06,0,5.7,5,81
2012-10-20,2012,10,20,1,9.2,13.9,4.7,72.4,0,0,12.8,2,42
2012-10-21,2012,10,21,1,12.1,20.4,4.8,69.7,0.04,0,14.5,5,9
2012-10-22,2012,10,22,0,15.8,18.5,12.1,82.2,9.02,0,4.2,5,63
2012-10-23,2012,10,23,0,17.4,20.9,14.5,88.8,2.89,0,4.2,5,87
2012-10-24,2012,10,24,0,20.8,25.8,16.2,74.5,0,0,12.6,2,62
2012-10-25,2012,10,25,0,18.9,24.6,7.1,72.4,8.73,0,12.2,5,89
2012-10-26,2012,10,26,0,6.7,10,2.9,57.3,0,0,9.9,2,54
2012-10-27,2012,10,27,1,5.4,8.5,1.8,57.5,0,0,13.3,2,24
2012-10-28,2012,10,28,1,7,9,4.3,57.1,0,0,9.3,2,15
2012-10-29,2012,10,29,0,6.4,10,2.9,60.7,0,0,12.8,2,70
2012-10-30,2012,10,30,0,6.1,8.2,4.1,50.3,0,0,4.8,3,52
2012-10-31,2012,10,31,0,5.4,9.1,1.5,54.4,0,0,8.6,2,82
2012-11-01,2012,11,1,0,6.6,11.5,1.9,43.3,0,0,11,2,45
2012-11-02,2012,11,2,0,5.4,8.8,1.7,61.5,0,0,12.3,2,46
2012-11-03,2012,11,3,1,5.8,6.9,4.4,67.6,0,0,9.7,3,12
2012-11-04,2012,11,4,1,4.5,8.9,1.7,67.8,0,0,10.1,2,21
2012-11-05,2012,11,5,0,4.3,6.1,1.4,68.2,0,0,11.9,2,42
2012-11-06,2012,11,6,0,3,5.8,-0.4,79.4,3.08,0,5.3,5,57
2012-11-07,2012,11,7,0,6.6,8.6,4.1,77.5,0.51,0,9.3,5,34
2012-11-08,2012,11,8,0,6.3,7.6,3.7,75.3,0,0,10.5,2,68
2012-11-09,2012,11,9,0,8.7,13.3,2.6,72.2,0,0,8.8,2,58
2012-11-10,2012,11,10,1,15.3,19.2,11.5,67.6,7.3,0,9.8,5,36
2012-11-11,2012,11,11,1,15.8,20.9,7.8,67,6.54,0,10,5,15
2012-11-12,2012,11,12,1,1.2,5.5,-1.4,65.8,1.51,0,11.7,5,33
2012-11-13,2012,11,13,0,0.2,4.2,-3.6,56.7,0,0,11.8,1,84
2012-11-14,2012,11,14,0,2.7,7,-0.6,58.2,0,0,8,2,73
2012-11-15,2012,11,15,0,3.3,8.6,-0.9,64.4,0,0,9.8,2,81
2012-11-16,2012,11,16,0,5.4,12.1,-0.4,62.2,0,0,10.8,1,99
2012-11-17,2012,11,17,1,5.6,12.1,-0.1,64.3,0,0,10.6,2,11
2012-11-18,2012,11,18,1,7.2,13.6,1.2,59.3,0,0,10.5,2,3
2012-11-19,2012,11,19,0,9.9,14.1,4.8,57.9,0.85,0,5,5,99
2012-11-20,2012,11,20,0,10.1,13.8,5.7,76.2,0,0,4.5,2,90
2012-11-21,2012,11,21,0,7.8,12.5,2.7,85.2,0.04,0,6.7,5,43
2012-11-22,2012,11,22,1,12.1,17.1,8.1,72.7,4.84,0,5.1,5,2
2012-11-23,2012,11,23,0,0.8,7.2,-1.9,59.4,0,0,8,2,29
2012-11-24,2012,11,24,1,-1.8,0,-3.1,60.1,0,0,9.7,2,6
2012-11-25,2012,11,25,1,2,6.5,-1,59.4,0,0,9.6,2,7
2012-11-26,2012,11,26,0,0,2,-3.4,53.8,0,0,4.3,2,77
2012-11-27,2012,11,27,0,-2.7,0.9,-7.3,47.7,0,0,7.9,2,128
2012-11-28,2012,11,28,0,1.9,6.6,-2.1,50.8,0,0,9.6,2,81
2012-11-29,2012,11,29,0,5.6,10.7,0.8,58.8,0,0,9.2,2,117
2012-11-30,2012,11,30,0,7,10.5,4.9,65.4,0,0,8.3,2,93
2012-12-01,2012,12,1,1,9.2,15.5,2.6,78.7,0,0,4.6,2,5
2012-12-02,2012,12,2,1,13.5,17.7,8.1,78.6,0.7,0,6.4,5,20
2012-12-03,2012,12,3,0,15.9,21.5,8.1,82.7,0.36,0,5.8,5,80
2012-12-04,2012,12,4,0,11.7,16.5,6,50.5,0,0,6.9,2,36
2012-12-05,2012,12,5,0,1.8,4.9,-1.8,60.4,0,0,9.3,2,47
2012-12-06,2012,12,6,0,4.4,7.9,0.8,70.2,0,0,4.2,3,134
2012-12-07,2012,12,7,0,6.4,7.9,5.9,79.3,2.95,0,5.2,5,34
2012-12-08,2012,12,8,1,4.4,5.8,3.3,78.5,4.48,0,6.5,5,10
2012-12-09,2012,12,9,1,4,5.2,2.5,87.1,4.63,0,2,5,15
2012-12-10,2012,12,10,0,0.5,3.6,-1.7,76.9,0,0,3.5,3,82
2012-12-11,2012,12,11,0,-0.9,1.7,-4,67.7,0,0,9.1,2,92
2012-12-12,2012,12,12,0,2.1,7.1,-2.2,61.7,0,0,9,1,70
2012-12-13,2012,12,13,0,4.4,9,0.7,57.8,0,0,6.5,2,182
2012-12-14,2012,12,14,0,4.3,9.3,-1,64.5,0,0,8.4,2,103
2012-12-15,2012,12,15,1,7.7,10,5.3,77.5,6.69,0,2,5,13
2012-12-16,2012,12,16,1,6.7,10.2,3.7,82.1,0.11,0,5.6,5,29
2012-12-17,2012,12,17,0,3.3,4.7,0.3,73.3,0,0,3.5,3,91
2012-12-18,2012,12,18,0,2.4,5.2,-0.1,77.5,0.04,0,5.4,5,134
2012-12-19,2012,12,19,0,3,5.8,0.7,77.8,0.04,0,2.5,5,62
2012-12-20,2012,12,20,0,5.5,9.5,1.2,86.6,30.48,0,3.8,5,79
2012-12-21,2012,12,21,0,-2.7,0.9,-6.2,72.8,0.22,3,8,5,77
2012-12-22,2012,12,22,1,-4.1,0.5,-8.1,68.4,0,0,8.5,2,5
2012-12-23,2012,12,23,1,-1.5,1.7,-5.8,76.9,0,0,7.7,2,3
2012-12-24,2012,12,24,0,0.3,1.2,-1.4,72.5,0,0,6,3,46
2012-12-25,2012,12,25,1,-1.4,0.7,-2.8,72.4,0.07,0,5,5,2
2012-12-26,2012,12,26,0,0.2,0.7,-1.4,65.9,0,0,3.2,3,47
2012-12-27,2012,12,27,0,-1,0.2,-2,76,0,0,6,3,106
2012-12-28,2012,12,28,0,-0.5,0,-1.2,81.9,0.17,0,4.3,5,121
2012-12-29,2012,12,29,1,-2.2,-0.3,-6.1,79.3,0,0,4.6,3,12
2012-12-30,2012,12,30,1,-3.7,0.7,-9.1,69.9,0,0,8.6,2,10
2012-12-31,2012,12,31,0,-0.7,1.9,-6.2,66.6,0,0,2,3,45
2013-01-01,2013,1,1,1,-7.4,-3.5,-10.5,54.6,0,0,9,2,5
2013-01-02,2013,1,2,0,-7.1,-1.6,-11.4,57.4,0,0,8.9,2,151
2013-01-03,2013,1,3,0,-3.2,-1.4,-6.9,71.3,0,0,6,2,188
2013-01-04,2013,1,4,0,-4,2.5,-10.2,67.1,0,0,8.8,1,208
2013-01-05,2013,1,5,1,-0.6,3.2,-5.7,78.2,0.54,0,6.8,5,14
2013-01-06,2013,1,6,1,-1.4,2.6,-5.4,74.8,0,0,5.9,2,12
2013-01-07,2013,1,7,0,-1.9,4.3,-7.5,71.2,0,0,9.5,2,239
2013-01-08,2013,1,8,0,1.1,5.4,-2.7,70.1,0,0,4.7,2,298
2013-01-09,2013,1,9,0,4.6,10.2,0.1,55.3,0,0,9.5,2,311
2013-01-10,2013,1,10,0,2.1,7.4,-3.6,69.6,11.27,0,5.4,5,309
2013-01-11,2013,1,11,0,10,11.7,5.9,90.1,8.91,0,4.4,5,260
2013-01-12,2013,1,12,1,6.7,11.6,-0.4,73.2,0.84,0,6.3,5,15
2013-01-13,2013,1,13,1,-4.1,-0.4,-9.2,80.4,1.84,0,2.6,6,10
2013-01-14,2013,1,14,0,-7.7,-3.5,-11,65.2,0,0,8.2,2,175
2013-01-15,2013,1,15,0,-5,-0.8,-9.2,62.6,0.28,0,9.3,6,227
2013-01-16,2013,1,16,0,-2.2,2.5,-7.9,67.2,0,0,10.1,2,250
2013-01-17,2013,1,17,0,-2.8,-0.1,-5.9,55,0,0,10.6,1,299
2013-01-18,2013,1,18,0,-0.4,5.4,-6.4,64.7,0,0,6.5,2,184
2013-01-19,2013,1,19,1,5.3,8,1.1,61.1,0,0,7,2,6
2013-01-20,2013,1,20,1,-7.6,-2.2,-10.2,46.5,0,0,6.7,2,21
2013-01-21,2013,1,21,1,-12.1,-9.3,-15.1,49.6,0,0,8.2,2,7
2013-01-22,2013,1,22,0,-14.4,-11.8,-18.2,52.2,0,0,11,2,208
2013-01-23,2013,1,23,0,-9.3,-6.5,-12.2,58.4,0,0,4.8,3,162
2013-01-24,2013,1,24,0,-9.9,-6,-14.4,53.7,0,0,6.9,2,240
2013-01-25,2013,1,25,0,-5.1,-2.2,-7.3,66.1,0.72,3,6.3,6,316
2013-01-26,2013,1,26,1,-5.9,-2.4,-10.8,58.3,0.2,3,10.9,6,9
2013-01-27,2013,1,27,1,-1.6,1.6,-4.2,73.9,5.39,0,4,5,7
2013-01-28,2013,1,28,0,6.6,9.6,3,90.3,1.99,0,9.9,5,394
2013-01-29,2013,1,29,0,13.4,16.4,4.1,91.3,27.1,0,3.3,5,310
2013-01-30,2013,1,30,0,1.8,10,-5.4,88.9,9.52,0,3.4,5,271
2013-01-31,2013,1,31,0,-9.4,-6,-14.1,66.6,0,0,4.9,3,364
2013-02-01,2013,2,1,0,-13.5,-9.6,-17.2,64.5,0.07,0,9.7,6,142
2013-02-02,2013,2,2,1,-8.4,-5,-12.4,75.8,1.73,4.1,4.8,6,29
2013-02-03,2013,2,3,1,-8.5,-5.9,-12.2,69.6,0.1,3.4,8.7,6,21
2013-02-04,2013,2,4,0,-4.6,-2.1,-7.8,81.9,2.47,5.5,7.8,6,229
2013-02-05,2013,2,5,0,-4.6,-0.9,-11.2,77.6,0.39,5.8,5.3,6,222
2013-02-06,2013,2,6,0,-1.3,2.5,-8.4,69,0.94,5.2,12.7,5,172
2013-02-07,2013,2,7,0,0.9,1.5,0.4,85.6,17.37,3.7,5.5,5,226
2013-02-08,2013,2,8,0,-2.3,1,-3.5,81.4,0.26,3.9,9.7,5,262
2013-02-09,2013,2,9,1,-1.3,0.9,-3.5,72.7,1.23,4.2,13.8,5,62
2013-02-10,2013,2,10,1,4.5,9.3,0.1,82.3,6.73,4.1,2.9,5,69
2013-02-11,2013,2,11,0,1.4,7.6,-1.4,64.8,0,0,7,4,499
2013-02-12,2013,2,12,0,-2.7,-1.4,-3.8,71.3,0,0,13,2,271
2013-02-13,2013,2,13,0,0.6,6.8,-5.1,73.7,0,0,14,2,342
2013-02-14,2013,2,14,0,2.8,3.8,0.8,66.8,0,0,10.3,3,282
2013-02-15,2013,2,15,0,-1.9,0.8,-5.9,53.2,0,0,13.7,2,370
2013-02-16,2013,2,16,1,-8.3,-6.3,-10.9,52.6,0,0,10.4,2,52
2013-02-17,2013,2,17,1,-6.5,-1.4,-12.2,47.4,0,0,15.5,2,43
2013-02-18,2013,2,18,1,4.8,11.1,-2.1,65.3,6.16,0,10,5,209
2013-02-19,2013,2,19,0,-8.1,-0.3,-11,68.5,0,0,6.3,3,330
2013-02-20,2013,2,20,0,-8.6,-4.1,-13,59.6,0,0,15.2,2,382
2013-02-21,2013,2,21,0,-3.5,-1.2,-6.6,69.9,0.1,0,8.7,6,362
2013-02-22,2013,2,22,0,-1.9,1.5,-4.2,83.5,3.57,6.4,8.2,5,189
2013-02-23,2013,2,23,1,-3.3,-2.1,-4.4,71.4,0.04,5.6,10.1,6,65
2013-02-24,2013,2,24,1,-2.3,3.6,-8.2,65.9,0.04,4.9,16.2,5,51
2013-02-25,2013,2,25,0,0.5,5.3,-5.2,67.9,0,4.2,15.7,2,263
2013-02-26,2013,2,26,0,1.1,2.1,0.5,80.1,8.53,4.6,5.4,5,292
2013-02-27,2013,2,27,0,0.9,1.1,0.7,89.4,3.76,6.2,5.2,5,259
2013-02-28,2013,2,28,0,0.5,1.8,-2,80,0.89,4.7,9.7,5,386
2013-03-01,2013,3,1,0,-2.4,-1.2,-3.3,76.7,0.14,4.2,9.9,6,312
2013-03-02,2013,3,2,1,-3.1,-0.5,-6.5,67.3,0.04,5.2,13,6,114
2013-03-03,2013,3,3,1,-4.1,1.4,-8.7,57.9,0,5.2,18.3,2,78
2013-03-04,2013,3,4,0,-2.1,1,-6.5,68.1,0,8,8.9,2,144
2013-03-05,2013,3,5,0,-0.4,0.8,-1.8,86.6,7.76,10,4.8,5,210
2013-03-06,2013,3,6,0,-0.4,1.1,-2.2,78.8,0.55,19.3,11.7,5,229
2013-03-07,2013,3,7,0,0.6,3.8,-1.6,67,0.5,15.9,18.6,5,513
2013-03-08,2013,3,8,0,0.6,4.1,-3.9,68.8,0,11,18.5,2,352
2013-03-09,2013,3,9,1,3.3,7,-0.3,66.8,0.71,7.7,9,5,108
2013-03-10,2013,3,10,1,8.3,11.2,5.5,82.6,22.32,5.9,6,5,121
2013-03-11,2013,3,11,0,4.4,9.5,0.8,92.7,1.91,0,7.3,5,493
2013-03-12,2013,3,12,0,0,1.9,-2.1,73.1,0.3,0,15.4,5,513
2013-03-13,2013,3,13,0,-2.2,0.7,-5.1,54.7,0.04,0,16.9,5,334
2013-03-14,2013,3,14,0,-1.2,2.1,-5.1,67.5,0,0,12.2,2,341
2013-03-15,2013,3,15,0,1.9,5.7,-0.7,84.7,4.21,0,6.9,5,416
2013-03-16,2013,3,16,1,0.3,1.9,-0.9,82.2,0,0,15.2,3,123
2013-03-17,2013,3,17,1,-0.3,1.8,-2.6,60.7,0,0,15.9,3,105
2013-03-18,2013,3,18,0,-0.6,1.7,-4.5,79.2,1.13,0,6.3,5,521
2013-03-19,2013,3,19,0,-3.9,0.4,-7.5,55.4,0,0,20.7,2,368
2013-03-20,2013,3,20,0,-6.3,-3.5,-9.5,52,0,0,16.9,2,458
2013-03-21,2013,3,21,0,-4.5,1,-9.6,50.9,0,0,21.9,1,359
2013-03-22,2013,3,22,0,-1.6,3.8,-6.8,54.4,0,0,22.1,2,292
2013-03-23,2013,3,23,1,0.4,4,-3.3,62.3,0,0,21.7,2,73
2013-03-24,2013,3,24,1,1.2,2.2,0,67.9,0.07,0,12.1,5,68
2013-03-25,2013,3,25,0,1.3,2.6,0.3,66.8,0,0,9,3,397
2013-03-26,2013,3,26,0,2.3,5.3,-0.9,57.9,0,0,15.2,2,282
2013-03-27,2013,3,27,0,3.1,5.6,0.9,52.1,0,0,16.8,2,377
2013-03-28,2013,3,28,0,3.6,9.7,-2.3,48.6,0,0,22.6,2,296
2013-03-29,2013,3,29,0,5.9,11.5,0.9,44.1,0,0,23,2,322
2013-03-30,2013,3,30,1,7.8,14.2,0,55.4,0,0,16,2,92
2013-03-31,2013,3,31,1,8.9,14.4,4.1,63.6,0,0,18.4,2,87
2013-04-01,2013,4,1,0,1.8,4.5,-1.2,43.1,0,0,24,2,319
2013-04-02,2013,4,2,0,1.7,6.6,-3.3,40.1,0,0,23,1,372
2013-04-03,2013,4,3,0,1.4,5.2,-3.2,45.4,0,0,24.5,2,370
2013-04-04,2013,4,4,0,6.5,14.1,-1.6,42.2,0,0,23.6,2,192
2013-04-05,2013,4,5,0,5.2,8.7,2.6,50.6,0,0,24,2,1014
2013-04-06,2013,4,6,1,11.7,20.9,2.1,44.2,0.26,0,13.6,5,642
2013-04-07,2013,4,7,1,9.1,14.1,4.1,66.1,1.62,0,22.6,5,340
2013-04-08,2013,4,8,0,11.2,18.4,5.2,72.6,9.77,0,16.4,5,430
2013-04-09,2013,4,9,0,6.8,12.8,4,85.6,4.17,0,11.9,5,418
2013-04-10,2013,4,10,0,4.5,5.4,3.6,92.8,11.78,0,7.7,5,239
2013-04-11,2013,4,11,0,6.1,8.5,3.6,96.2,16.42,0,5.8,5,263
2013-04-12,2013,4,12,0,4.5,7.5,2.8,76.6,0.4,0,17.3,5,332
2013-04-13,2013,4,13,1,4.1,6.8,1.3,62.9,0.2,0,19.5,5,97
2013-04-14,2013,4,14,1,10.8,19.9,3.9,55.8,0,0,24,2,116
2013-04-15,2013,4,15,0,14.2,18,8.6,71,7.58,0,13.9,5,307
2013-04-16,2013,4,16,0,7.7,12,5.5,66.4,1.7,0,20.2,5,314
2013-04-17,2013,4,17,0,7.3,9.8,6,77.6,26.5,0,13.9,5,224
2013-04-18,2013,4,18,0,12.4,17.1,7,91.4,61.38,0,6.4,5,202
2013-04-19,2013,4,19,0,3.2,6,1.8,69.4,0.07,0,17.4,5,325
2013-04-20,2013,4,20,1,2.8,6.8,-0.9,53.5,0,0,23.9,2,138
2013-04-21,2013,4,21,1,6.2,11.7,0.4,45.4,0,0,23.7,2,104
2013-04-22,2013,4,22,0,12.2,18.7,5.7,43.2,0,0,26.6,2,396
2013-04-23,2013,4,23,0,10.3,14.7,3.4,76.4,12.18,0,8.1,5,303
2013-04-24,2013,4,24,0,5.8,10.3,3.1,64.8,1.1,0,19.5,5,376
2013-04-25,2013,4,25,0,7.4,10,5.2,56.8,0.57,0,24.5,5,395
2013-04-26,2013,4,26,0,11.9,18.9,3.6,51.6,0,0,21.2,2,301
2013-04-27,2013,4,27,1,13.8,19.1,7.8,58.1,0,0,20.7,2,78
2013-04-28,2013,4,28,1,13.7,17.2,11.5,76.5,1.19,0,17.5,5,91
2013-04-29,2013,4,29,0,17.2,23,11.2,65.3,0,0,21,2,303
2013-04-30,2013,4,30,0,22.1,29.1,16.3,55.9,0.35,0,25.3,5,262
2013-05-01,2013,5,1,0,23.6,28.8,17.7,49.4,0,0,27.6,2,243
2013-05-02,2013,5,2,0,10.4,21,6.7,67.4,0.89,0,15.1,5,284
2013-05-03,2013,5,3,0,6.7,9,4.7,86,0.88,0,8.7,5,197
2013-05-04,2013,5,4,1,14.7,21.2,9,63.6,0.11,0,10.6,5,76
2013-05-05,2013,5,5,1,14.7,20.1,9,54.4,0,0,20.7,2,73
2013-05-06,2013,5,6,0,15.9,20.6,12.2,43.7,0,0,19.9,2,224
2013-05-07,2013,5,7,0,16.8,23.8,9.5,44,0,0,27.5,2,233
2013-05-08,2013,5,8,0,18.1,24.5,10.4,48.9,0,0,27.6,2,324
2013-05-09,2013,5,9,0,17.3,23.3,10,60.3,10.91,0,11.8,5,261
2013-05-10,2013,5,10,0,7.9,9.2,6.8,86.6,2.94,0,6.8,5,292
2013-05-11,2013,5,11,1,10.5,14.9,7.6,63.2,0,0,21.9,2,99
2013-05-12,2013,5,12,1,7.6,12.1,3.2,49.1,0,0,29.4,2,58
2013-05-13,2013,5,13,0,10.1,15.4,3.7,50.8,0.06,0,25.9,5,188
2013-05-14,2013,5,14,0,21.3,31.6,12.8,42.9,0,0,29,2,240
2013-05-15,2013,5,15,0,23.6,27.5,18.6,41.6,0,0,25.1,2,241
2013-05-16,2013,5,16,0,20.1,27.2,14.3,45.9,0,0,28.3,2,200
2013-05-17,2013,5,17,0,17,21.4,14.4,53.2,0,0,15.8,3,152
2013-05-18,2013,5,18,1,20,25.8,14.4,65.5,0,0,25.7,2,65
2013-05-19,2013,5,19,1,23.6,29.9,16.1,62.2,0,0,27.8,2,52
2013-05-20,2013,5,20,0,26.9,31.8,23.2,51.9,3.21,0,18.9,5,167
2013-05-21,2013,5,21,0,22.3,26.9,18.1,70.6,30.94,0,21.4,5,169
2013-05-22,2013,5,22,0,19.9,22,16.1,77.6,25.2,0,17.3,5,198
2013-05-23,2013,5,23,0,9.9,15.8,6.5,75.4,2.65,0,14.1,5,197
2013-05-24,2013,5,24,0,9.2,13,5.4,54.6,0,0,31.8,1,182
2013-05-25,2013,5,25,1,10.6,13.9,7.5,56.2,0,0,13.7,2,52
2013-05-26,2013,5,26,1,13.5,19.2,7.6,60.3,0.17,0,22.6,5,22
2013-05-27,2013,5,27,1,14.7,17.2,12.7,84.6,1.94,0,14.8,5,40
2013-05-28,2013,5,28,0,20.1,24.1,14.5,83.8,41.42,0,12.8,5,223
2013-05-29,2013,5,29,0,23.1,28.5,18.3,71.2,0.43,0,21.1,5,138
2013-05-30,2013,5,30,0,24.8,27.9,19.6,65.6,3.1,0,11,5,158
2013-05-31,2013,5,31,0,22,25.6,18.1,76.5,8.12,0,14.3,5,157
2013-06-01,2013,6,1,1,20.7,23.6,17.9,77.8,11.72,0,22,5,45
2013-06-02,2013,6,2,1,12.6,17.7,9,82.2,0.31,0,14.2,5,40
2013-06-03,2013,6,3,0,13.2,19.2,6,59.5,0,0,31.8,2,232
2013-06-04,2013,6,4,0,16.1,21.2,10.6,55.3,0,0,27.7,2,174
2013-06-05,2013,6,5,0,17.1,22.5,12.8,57,0.1,0,21.4,5,223
2013-06-06,2013,6,6,0,15,17.6,12.5,69.1,3.45,0,25.7,5,122
2013-06-07,2013,6,7,0,15.5,19.9,11.7,58.6,0.44,0,29.8,5,140
2013-06-08,2013,6,8,1,17.1,22.8,9.8,48.1,0,0,28.8,2,29
2013-06-09,2013,6,9,1,21.5,26.6,14.4,55.5,0,0,17.8,2,47
2013-06-10,2013,6,10,0,20.4,23.3,16.9,79.8,16.51,0,22.8,5,175
2013-06-11,2013,6,11,0,22.7,28,15.9,68.4,3.86,0,27.8,5,201
2013-06-12,2013,6,12,0,22.8,29.2,17.8,74.9,8.89,0,15.9,5,175
2013-06-13,2013,6,13,0,18.9,22,15.4,66.5,1.46,0,31.1,5,145
2013-06-14,2013,6,14,0,18,23.9,13.9,60.5,0,0,31.1,2,129
2013-06-15,2013,6,15,1,21.2,26.7,15.6,69.6,3.23,0,9.4,5,25
2013-06-16,2013,6,16,1,24.7,28.3,20.9,62.9,0,0,24.1,2,20
2013-06-17,2013,6,17,0,24.8,31,16.7,53.1,1.82,0,28,5,176
2013-06-18,2013,6,18,0,16.6,20.6,13.6,71.7,0.2,0,21.1,5,175
2013-06-19,2013,6,19,0,18.8,23.6,13.3,51,0,0,31.4,2,155
2013-06-20,2013,6,20,0,23.2,28.9,16.1,54.6,0,0,25,2,223
2013-06-21,2013,6,21,0,24,28.7,21.3,67.3,6.92,0,17.8,5,141
2013-06-22,2013,6,22,1,24.1,26.7,21.7,72.7,0.63,0,8.7,5,31
2013-06-23,2013,6,23,1,25,31,20.4,69.8,0.04,0,15.2,5,30
2013-06-24,2013,6,24,0,24,29.6,20.6,74,2.98,0,9.9,5,179
2013-06-25,2013,6,25,0,24.8,30.1,20.8,73.4,1.14,0,10.9,5,134
2013-06-26,2013,6,26,0,22.9,26.2,19.9,76.8,25.21,0,10.1,5,149
2013-06-27,2013,6,27,0,25.1,32.1,19.1,70.6,15.46,0,28.4,5,129
2013-06-28,2013,6,28,0,23.7,27.7,20.5,61.3,2.72,0,27.4,5,122
2013-06-29,2013,6,29,1,19.3,21.5,18.2,77.5,0,0,10.2,3,30
2013-06-30,2013,6,30,1,20.5,23.8,17.5,58.7,0,0,26.3,2,24
2013-07-01,2013,7,1,0,20.2,23.8,16.4,53.4,0,0,27.5,2,133
2013-07-02,2013,7,2,0,17.9,19.2,16.5,66,0,0,17.3,2,106
2013-07-03,2013,7,3,0,18.7,21.5,16.5,81.1,1.31,0,23.5,5,105
2013-07-04,2013,7,4,1,22.3,27.7,15.6,67.1,0,0,23.1,2,23
2013-07-05,2013,7,5,0,24.4,29.6,17.5,59.8,0,0,27.2,2,107
2013-07-06,2013,7,6,1,24.6,27.8,20.8,65.8,0,0,17.5,2,41
2013-07-07,2013,7,7,1,26.2,31,21.3,65.8,0,0,22.9,2,24
2013-07-08,2013,7,8,0,26,30.4,21.7,74.8,16.94,0,19.1,5,139
2013-07-09,2013,7,9,0,26.7,29.3,23.6,77.6,0.57,0,11.2,5,112
2013-07-10,2013,7,10,0,26.1,30.1,21.1,66.2,0,0,27.4,2,118
2013-07-11,2013,7,11,0,22.5,26.7,17.8,52.7,0,0,30.4,1,143
2013-07-12,2013,7,12,0,22.5,27.6,15.4,52.6,0,0,31.1,1,160
2013-07-13,2013,7,13,1,23.9,28,18.3,57.1,0,0,29.7,2,25
2013-07-14,2013,7,14,1,26.3,30.7,22.6,63.4,0,0,29,1,24
2013-07-15,2013,7,15,0,27.3,31.5,23.3,71.1,0.96,0,22,5,136
2013-07-16,2013,7,16,0,29.1,33.1,24.4,65.9,0.2,0,26.4,5,134
2013-07-17,2013,7,17,0,30,34,25.4,60.1,0,0,26.9,2,152
2013-07-18,2013,7,18,0,30.3,34.9,26.1,61.9,0,0,17,2,101
2013-07-19,2013,7,19,0,30.7,35.6,24.4,57.3,3.24,0,21.8,5,71
2013-07-20,2013,7,20,1,26.2,30.4,22.4,61.8,2.1,0,28.5,5,33
2013-07-21,2013,7,21,1,25.5,31.3,21.4,63,2.2,0,22.9,5,32
2013-07-22,2013,7,22,0,26.4,31.4,21.9,63.3,0.04,0,25.9,5,78
2013-07-23,2013,7,23,0,22.6,26.7,18.6,63,0.28,0,25.8,5,144
2013-07-24,2013,7,24,0,19.3,21.9,16.5,53.4,0,0,29.8,2,64
2013-07-25,2013,7,25,0,21.3,26.8,14.1,54.5,0,0,28.6,2,96
2013-07-26,2013,7,26,0,20.7,22,18.8,69.8,4.28,0,13.9,5,85
2013-07-27,2013,7,27,1,16.8,18.7,15.6,67.7,0.04,0,18.8,5,36
2013-07-28,2013,7,28,1,16.4,20.9,12.7,59.9,0,0,25.1,2,25
